"","X","Y","X_ACC","Y_ACC","Z_ACC","X_GYR","Y_GYR","Z_GYR","status"
"325",-118.608,186.355,-0.225,1.15,0.483,-48.046,103.099,65.679,"1"
"326",-112.728,187.392,-0.294,1.152,0.576,-35.267,47.145,33.832,"1"
"327",-106.648,178.416,-0.336,1.216,0.472,-33.176,-4.565,-14.87,"1"
"328",-101.821,164.307,-0.211,1.174,0.339,-45.374,-20.061,-68.718,"1"
"329",-100.202,145.346,-0.348,1.255,0.238,-50.397,-36.397,-57.069,"1"
"330",-99.81601,135.214,-0.364,1.16,0.365,-60.198,13.634,-41.679,"1"
"331",-99.544,127.877,-0.234,1.325,0.545,-58.947,56.473,92.641,"1"
"332",-98.561,132.735,-0.151,1.209,0.446,-64.977,113.786,90.84,"1"
"333",-97.953,142.644,-0.219,1.126,0.547,-46.687,94.901,67.71,"1"
"334",-94.665,140.965,-0.288,1.148,0.604,-44.168,22.153,-4.809,"1"
"335",-90.88201,128.759,-0.299,1.478,0.458,-36.015,-29.176,-28.962,"1"
"336",-86.39601,112.604,-0.282,1.29,0.251,-39.527,-52.489,-48.992,"1"
"337",-82.663,87.89901,-0.315,1.344,0.172,-56.626,-32.55,-64.443,"1"
"338",-81.708,79.748,-0.344,1.239,0.292,-37.496,1.771,-53.557,"1"
"339",-78.601,74.815,-0.272,1.228,0.515,-39.573,25.985,18.718,"1"
"340",-75.608,71.52,-0.117,1.148,0.555,-44.366,54.763,73.969,"1"
"341",-64.559,42.675,-0.377,1.229,0.284,-42.473,7.542,-90.59501,"1"
"342",-62.546,41.062,-0.421,1.097,0.422,-40.382,-0.672,-4.504,"1"
"343",-61.965,39.78,-0.331,1.282,0.5,-58.382,46.046,88.275,"1"
"344",-64.199,52.934,-0.24,1.219,0.412,-73.588,102.198,88.24401,"1"
"345",-68.734,74.73001,-0.221,1.144,0.464,-64.962,110.809,65.695,"1"
"346",-70.627,90.162,-0.346,1.141,0.547,-48.931,68.794,40.092,"1"
"347",-70.416,93.826,-0.324,1.178,0.562,-42.473,22.076,-7.42,"1"
"348",-69.391,89.405,-0.173,1.205,0.418,-53.267,14.702,-49.435,"1"
"349",-69.919,79.332,-0.259,1.327,0.276,-61.557,-0.611,-57.252,"1"
"350",-70.965,74.316,-0.323,1.188,0.403,-55.008,15.237,-55.939,"1"
"351",-71.346,73.111,-0.361,1.038,0.569,-60.092,41.695,33.649,"1"
"352",-75.501,84.803,-0.374,1.181,0.454,-73.069,95.252,103.053,"1"
"353",-83.408,106.389,-0.278,1.304,0.373,-85.603,145.313,101.695,"1"
"354",-90.449,131.978,-0.264,1.116,0.384,-95.114,213.847,89.34401,"1"
"355",-94.196,145.561,-0.39,1.219,0.442,-65.573,104.626,22,"1"
"356",-92.493,147.742,-0.294,1.212,0.444,-52.458,36.733,-33.908,"1"
"357",-93.531,145.512,-0.369,1.206,0.426,-60.992,32.687,-58.489,"1"
"358",-97.405,141.196,-0.419,1.085,0.558,-81.573,37.71,-8.779,"1"
"359",-102.672,144.48,-0.374,0.967,0.574,-72.10701,55.221,61.832,"1"
"360",-107.48,150.222,-0.408,1.104,0.551,-89.00801,90.198,92.55,"1"
"361",-113.65,160.986,-0.421,1.048,0.531,-70.58,92.779,85.389,"1"
"362",-113.41,168.946,-0.275,1.126,0.515,-52.641,113.832,60.305,"1"
"363",-109.766,175.609,-0.504,1.092,0.547,-45.695,60.366,-27.466,"1"
"364",-106.126,171.06,-0.488,1.196,0.491,-39.954,13.344,-47.16,"1"
"365",-102.041,156.68,-0.506,1.128,0.402,-43.099,-33.817,-61.847,"1"
"366",-102.154,148.248,-0.502,0.924,0.385,-53.008,36.397,-13.237,"1"
"367",-102.412,148.506,-0.529,1.012,0.5440001,-70.55,51.954,55.573,"1"
"368",-107.603,153.254,-0.503,1.087,0.443,-81.939,58.015,85.634,"1"
"369",-112.016,159.73,-0.399,1.099,0.441,-69.359,79.099,77.16001,"1"
"370",-110.751,162.784,-0.306,1.131,0.53,-47.008,59.954,51.008,"1"
"371",-107.297,161.345,-0.402,1.135,0.547,-48.397,29.74,-5.557,"1"
"372",-104.564,152.33,-0.359,1.113,0.456,-38.214,-1.664,-31.756,"1"
"373",-99.519,142.658,-0.361,1.15,0.372,-41.191,12.565,-58.183,"1"
"374",-94.518,126.338,-0.416,1.249,0.351,-49.481,-8.046,-50.122,"1"
"375",-94.235,120.929,-0.454,1.054,0.418,-56.641,26.626,-26.153,"1"
"376",-95.46,120.926,-0.482,0.954,0.535,-60.183,44.855,51.069,"1"
"377",-97.03,125.508,-0.366,1.129,0.471,-54.977,58.26,113.481,"1"
"378",-99.47101,139.881,-0.33,1.179,0.433,-64.443,114.076,70.641,"1"
"379",-104.269,154.768,-0.815,1.078,0.934,-132.061,108.26,-100.977,"1"
"380",-127.327,157.978,-1.035,0.826,0.682,-161.725,45.176,-268.351,"1"
"381",-144.426,154.605,-0.534,-0.272,0.553,-95.099,-39.756,-311.16,"1"
"382",-144.864,154.602,-0.03,-0.245,0.32,4.763,159.557,-146.916,"1"
"383",-125.489,86.638,0.989,0.205,-0.089,-82.962,13.817,12.748,"1"
"384",-126.38,82.69,1.135,0.105,-0.069,-69.78601,31.756,24.122,"1"
"385",-129.588,78.036,0.991,0.231,0.222,-30.611,61.969,70.947,"1"
"386",-116.868,87.594,0.424,0.181,0.3,26.412,77.832,271.649,"1"
"387",-93.43,106.091,-0.526,-0.002,0.966,140.366,16.061,301.206,"1"
"388",-48.316,111.77,-1.318,1.658,1.255,103.725,-55.557,101.603,"1"
"389",-30.084,136.31,-0.423,1.191,0.665,-1.649,55.42,67.206,"1"
"390",-28.032,141.673,-0.312,1.287,0.435,-47.771,54.87,26.168,"1"
"391",-33.138,136.67,-0.375,1.165,0.344,-57.313,11.45,-18.29,"1"
"392",-37.103,126.929,-0.483,1.216,0.331,-56.351,8.992,-84.26001,"1"
"393",-41.861,118.946,-0.496,1.068,0.439,-52.855,-2.824,-68.26,"1"
"394",-43.587,108.006,-0.326,0.958,0.505,-47.084,23.053,45.71,"1"
"395",-44.088,111.375,-0.313,1.191,0.429,-22.443,58.992,130.473,"1"
"396",-45.345,124.643,-0.204,1.346,0.402,-68.076,125.847,70.565,"1"
"397",-54.022,139.572,-0.197,1.227,0.504,-78.107,80.122,34.977,"1"
"398",-65.594,134.542,-0.314,1.089,0.628,-61.359,18.779,-44.366,"1"
"399",-65.375,125.722,-0.391,1.061,0.595,-14.55,-34.916,-52.794,"1"
"400",-57.845,107.743,-0.252,1.205,0.5,0.519,-40.87,-44.382,"1"
"401",-48.985,93.99501,-0.287,1.178,0.358,-3.802,-26.87,-12.122,"1"
"402",-40.491,80.237,-0.461,1.234,0.333,-8.031,-49.618,-12.229,"1"
"403",-41.119,72.672,-0.406,1.277,0.277,-46.275,-8.229,-25.771,"1"
"404",-42.771,65.067,-0.314,1.188,0.292,-48.779,-3.267,-3.725,"1"
"405",-43.335,57.115,-0.301,1.214,0.478,-44.336,2.229,-8.534,"1"
"406",-43.685,49.68,-0.28,1.138,0.58,-33.084,-18.656,-4.046,"1"
"407",-42.747,41.407,-0.279,1.125,0.56,-29.634,-38.489,-7.817,"1"
"408",-41.869,33.029,-0.229,1.199,0.453,-41.099,-9.908,-22.183,"1"
"409",-41.032,30.167,-0.228,1.11,0.495,-21.756,-8.794,0.763,"1"
"410",-36.889,26.981,-0.277,1.316,0.423,-28.992,0.7940001,-16.901,"1"
"411",-37.731,28.27,-0.257,1.304,0.366,-52.305,-13.481,-16.641,"1"
"412",-43.211,32.399,-0.216,1.219,0.274,-66.901,29.053,-8.382,"1"
"413",-48.886,41.915,-0.3,1.204,0.37,-68.015,59.557,46.015,"1"
"414",-56.319,59.314,-0.355,1.196,0.462,-68.29,93.344,58.763,"1"
"415",-63.059,73.61,-0.145,1.195,0.456,-85.832,106.519,50.809,"1"
"416",-69.661,88.764,-0.169,1.117,0.527,-71.466,103.038,51.847,"1"
"417",-73.058,103.199,-0.221,1.101,0.553,-56.122,104.947,34.275,"1"
"418",-72.754,114.154,-0.27,1.283,0.592,-36.519,65.908,26.855,"1"
"419",-71.22,117.267,-0.288,1.235,0.462,-47.618,34.534,9.191,"1"
"420",-74.115,113.81,-0.508,1.259,0.382,-75.679,32.626,-60.214,"1"
"421",-79.967,112.073,-0.466,1.123,0.397,-75.084,24.29,-62.29,"1"
"422",-83.784,109.312,-0.271,1.046,0.467,-74.29,43.16,59.771,"1"
"423",-84.938,117.328,-0.257,1.189,0.431,-67.313,95.77101,111.542,"1"
"424",-86.978,133.663,-0.327,1.143,0.451,-51.069,117.328,98.061,"1"
"425",-83.784,143.301,-0.369,1.139,0.531,-27.878,55.74,43.817,"1"
"426",-77.872,136.244,-0.333,1.356,0.316,-37.038,12.763,-82.962,"1"
"427",-72.457,120.967,-0.39,1.282,0.118,-44.992,-69.328,-82.87001,"1"
"428",-70.71701,99.3,-0.394,1.202,0.2,-49.298,-33.695,-47.573,"1"
"429",-71.141,95.224,-0.295,1.08,0.462,-49.099,27.13,41.267,"1"
"430",-72.854,107.04,-0.33,1.134,0.305,-60.336,97.06901,116.901,"1"
"431",-75.002,126.968,-0.259,1.227,0.282,-51.634,113.664,78.366,"1"
"432",-73.76,143.949,-0.263,1.187,0.351,-28.153,78.336,45.466,"1"
"433",-66.637,154.989,-0.112,1.338,0.259,-6.321,48.504,13.802,"1"
"434",-62.561,152.723,0.122,1.198,-0.002,-52.229,95.527,-0.595,"1"
"435",-61.511,156.948,-0.139,1.352,0.073,-63.008,67.221,9.863,"1"
"436",-64.552,153.27,-0.181,1.288,0.113,-85.634,30.397,-13.344,"1"
"437",-72.583,141.279,-0.156,1.198,0.253,-79.603,-53.328,-68.275,"1"
"438",-77.805,137.075,-0.043,1.127,0.34,-42.092,-6.794,-25.344,"1"
"439",-72.367,130.071,-0.165,1.19,0.361,-18.947,10.55,75.114,"1"
"440",-66.126,121.804,-0.368,1.557,0.348,-26.84,9.756,39.405,"1"
"441",-66.01,114.841,-0.17,1.495,0.185,-84.55001,16.565,-70.992,"1"
"442",-71.236,108.58,-0.331,1.216,0.191,-63.405,-45.328,-58.855,"1"
"443",-73.994,100.145,-0.289,1.11,0.431,-63.603,16.809,-7.191,"1"
"444",-74.381,104.365,-0.253,1.067,0.455,-57.664,37.328,69.71,"1"
"445",-77.879,119.534,-0.27,1.102,0.437,-58.092,81.13,88.931,"1"
"446",-76.318,130.178,-0.407,1.147,0.425,-26,46.565,46.672,"1"
"447",-71.529,128.809,-0.395,1.527,0.466,-26,-0.412,-8,"1"
"448",-70.052,116.351,-0.266,1.295,0.208,-56.229,-39.847,-61.908,"1"
"449",-73.227,104.712,-0.329,1.286,0.164,-65.695,-9.13,-51.038,"1"
"450",-75.009,97.548,-0.281,1.198,0.337,-61.328,46.702,15.969,"1"
"451",-77.517,102.65,-0.366,1.292,0.334,-80.76301,84.641,82.70201,"1"
"452",-87.31601,131.557,-0.363,1.266,0.223,-111.191,149.74,109.313,"1"
"453",-94.601,157.804,-0.22,1.179,0.366,-69.78601,137.023,84.77901,"1"
"454",-96.404,177.545,-0.21,1.151,0.4,-67.969,153.618,41.695,"1"
"455",-96.646,193.833,-0.289,1.162,0.481,-50.076,120.382,18.122,"1"
"456",-95.316,200.6,-0.361,1.229,0.431,-51.679,69.511,10.336,"1"
"457",-97.78601,200.883,-0.399,1.364,0.293,-87.328,85.84701,-36.641,"1"
"458",-102.841,200.266,-0.336,1.174,0.288,-95.176,83.64901,32.87,"1"
"459",-110.321,204.078,-0.354,1.355,0.233,-108.29,112.29,88.031,"1"
"460",-115.606,215.709,-0.25,1.215,0.303,-89.145,134.58,92.83999,"1"
"461",-116.161,226.639,-0.31,1.169,0.41,-49.008,114.015,80.901,"1"
"462",-110.851,228.42,-0.27,1.194,0.449,-41.114,84.87,23.038,"1"
"463",-104.359,221.906,-0.227,1.193,0.427,-34.107,10.031,-44.122,"1"
"464",-103.739,208.893,-0.33,1.258,0.249,-53.084,-11.511,-60.733,"1"
"465",-99.838,187.586,-0.295,1.182,0.278,-44.641,-7.145,-16.916,"1"
"466",-95.82,170.674,-0.272,1.273,0.34,-53.695,10.382,47.802,"1"
"467",-92.614,165.047,-0.09099999,1.182,0.367,-48.763,21.756,42.412,"1"
"468",-89.173,159.623,-0.057,1.159,0.527,-46.519,8.305,20.763,"1"
"469",-87.915,149.287,-0.175,1.161,0.397,-47.557,-4.305,-10.061,"1"
"470",-85.505,136.702,-0.234,1.213,0.405,-41.924,0.992,-31.084,"1"
"471",-74.653,113.419,-0.296,1.164,0.545,-21.038,27.466,37.71,"1"
"472",-70.998,115.107,-0.242,1.305,0.291,-34.901,16.214,-27.954,"1"
"473",-67.504,103.372,-0.086,1.363,0.087,-56.886,51.985,-35.511,"1"
"474",-65.72,92.267,-0.09099999,1.278,0.185,-66.168,36.015,20.702,"1"
"475",-69.946,100.306,-0.247,1.329,0.401,-52.947,39.481,45.664,"1"
"476",-72.613,105.591,-0.144,1.194,0.448,-47.282,42.779,14.153,"1"
"477",-71.329,99.896,-0.155,1.21,0.541,-48.382,-14.336,-1.084,"1"
"478",-72.635,91.339,-0.245,1.203,0.461,-51.206,-36.931,-19.42,"1"
"479",-71.77101,78.289,-0.264,1.445,0.382,-35.786,-36.443,-11.008,"1"
"480",-71.89701,62.157,-0.314,1.499,0.272,-70.137,-74.321,-39.252,"1"
"481",-77.473,54.962,-0.33,1.296,0.201,-65.786,-7.832,-84.77901,"1"
"482",-75.366,49.6,-0.219,1.163,0.476,-42.641,-7.511,-30.885,"1"
"483",-72.56,51.32,-0.182,1.03,0.554,-47.542,35.13,67.71,"1"
"484",-69.8,61.322,-0.246,1.07,0.617,-22.382,37.786,72.214,"1"
"485",-63.595,59.369,-0.337,1.158,0.534,-24.885,-37.237,-19.802,"1"
"486",-61.782,46.162,-0.302,1.366,0.228,-54.565,-54.886,-62.137,"1"
"487",-62.428,32.277,-0.519,1.352,0.104,-56.794,-26.092,-114.565,"1"
"488",-59.53,28.661,-0.579,1.103,0.269,-0.351,-34.137,-97.817,"1"
"489",-52.427,26.13,-0.409,1.014,0.515,-17.13,8.702,-30.794,"1"
"490",-52.576,30.903,-0.467,0.907,0.577,-67.878,58.565,61.969,"1"
"491",-59.535,34.107,-0.27,1.08,0.577,-51.206,56.412,167.374,"1"
"492",-59.355,44.952,-0.267,1.22,0.572,-45.191,65.74,66.153,"1"
"493",-60.12,53.284,-0.285,1.076,0.635,-33.756,6.611,-0.031,"1"
"494",-58.758,46.772,-0.193,1.275,0.386,-48.076,-13.13,-48.198,"1"
"495",-57.798,34.437,-0.378,1.246,0.188,-35.481,-71.649,-66.198,"1"
"496",-55.315,19.186,-0.383,1.349,0.195,-34.198,-52.168,-74.87,"1"
"497",-51.049,11.802,-0.412,1.195,0.274,-18.595,-43.695,-67.557,"1"
"498",-46.181,6.818,-0.333,1.22,0.445,-21.664,-8.015,-0.214,"1"
"499",-43.66,7.352,-0.16,1.158,0.579,-32.901,32.076,53.588,"1"
"500",-42.606,12.62,-0.215,1.21,0.558,-39.954,33.389,52.886,"1"
"501",-42.543,16.448,-0.277,1.158,0.49,-41.298,-0.229,18.427,"1"
"502",-42.693,12.526,-0.288,1.221,0.42,-34.733,-31.954,-32.931,"1"
"503",-41.623,4.157,-0.25,1.243,0.238,-37.221,-52.733,-63.71,"1"
"504",-41.118,-11.606,-0.41,1.322,0.177,-43.099,-48.29,-69.069,"1"
"505",-40.473,-14.484,-0.545,1.208,0.239,-27.557,-29.634,-76.137,"1"
"506",-38.768,-16.312,-0.394,1.099,0.458,-37.374,-15.344,-30.473,"1"
"507",-39.073,-12.801,-0.309,1.077,0.531,-39.542,26.458,68.015,"1"
"508",-40.461,-1.082,-0.293,1.215,0.553,-40.824,60.504,86.687,"1"
"509",-41.304,11.786,-0.322,1.208,0.539,-38.824,46.153,53.206,"1"
"510",-42.99,17.77,-0.275,1.149,0.501,-49.145,21.679,1.756,"1"
"511",-44.254,16.373,-0.324,1.336,0.444,-41.374,-15.115,-20.382,"1"
"512",-44.614,10.777,-0.259,1.289,0.368,-49.618,-23.206,-58.26,"1"
"513",-51.898,48.005,-0.286,1.17,0.512,-45.618,75.756,41.802,"1"
"514",-53.243,57.457,-0.317,1.435,0.496,-51.924,38.107,-15.023,"1"
"515",-55.771,58.885,-0.248,1.219,0.425,-56.076,-8.29,-47.099,"1"
"516",-60.89,53.916,-0.315,1.269,0.333,-77.145,15.71,-49.74,"1"
"517",-65.806,55.534,-0.389,1.147,0.408,-67.573,30.107,-26.214,"1"
"518",-71.562,61.403,-0.355,1.067,0.52,-80.70201,58.366,50.031,"1"
"519",-77.9,75.331,-0.291,1.155,0.498,-71.954,92.55,107.634,"1"
"520",-83.601,94.783,-0.284,1.268,0.418,-85.481,143.924,106.87,"1"
"521",-89.501,118.434,-0.304,1.132,0.428,-74.412,156.351,88.977,"1"
"522",-91.499,139.163,-0.255,1.158,0.508,-58.092,135.863,44.153,"1"
"523",-90.93,152.546,-0.326,1.172,0.512,-45.924,82.504,22.702,"1"
"524",-90.908,154.537,-0.393,1.236,0.382,-62.427,46.321,-20.931,"1"
"525",-92.589,152.184,-0.419,1.216,0.365,-64.977,43.649,-62.626,"1"
"526",-94.724,150.573,-0.555,1.062,0.448,-68.809,32.183,-53.817,"1"
"527",-102.438,155.006,-0.722,0.859,0.438,-104.168,109.74,-62,"1"
"528",-114.578,161.824,-0.717,0.539,0.3,-124.351,76.886,-31.481,"1"
"529",-128.416,172.6,-0.804,0.29,0.143,-115.969,140.733,-20.55,"1"
"530",-136.807,186.674,-1.055,0.157,0.033,-67.618,36.137,-26.382,"1"
"531",-134.299,186.997,-0.946,0.262,-0.145,-27.038,30.198,3.389,"1"
"532",-84.784,56.883,0.001,0.323,1.082,-51.71,33.954,8.626,"0"
"533",-87.365,59.169,-0.001,0.317,1.082,-51.603,33.893,8.641,"0"
"534",-89.782,61.316,0.003,0.321,1.083,-51.771,34,8.595,"0"
"535",-91.785,63.175,0.001,0.317,1.086,-51.679,33.878,8.534,"0"
"536",-93.714,64.935,0.001,0.32,1.086,-51.679,33.969,8.427,"0"
"537",-97.737,68.46,0.001,0.318,1.085,-51.847,34,8.519,"0"
"538",-99.454,69.89,0.001,0.318,1.085,-51.817,34.061,8.504,"0"
"539",-100.633,71.033,-0.001,0.32,1.084,-51.756,34.092,8.565,"0"
"540",-101.609,72.032,0.001,0.319,1.084,-51.557,33.908,8.611,"0"
"541",-103.349,73.443,0.002,0.321,1.084,-51.771,33.756,8.702,"0"
"542",-104.296,74.38301,0.004,0.317,1.083,-51.771,33.954,8.489,"0"
"543",-105.456,75.393,0.001,0.321,1.085,-51.71,33.847,8.443,"0"
"544",-106.514,76.345,0.002,0.32,1.087,-51.74,33.985,8.55,"0"
"545",-107.946,77.527,-0.001,0.322,1.082,-51.771,34.076,8.351,"0"
"546",-108.73,78.218,0.003,0.319,1.082,-51.618,33.847,8.611,"0"
"547",-109.255,78.746,0.003,0.32,1.082,-51.71,33.786,8.443,"0"
"548",-109.812,79.26,0.002,0.319,1.084,-51.817,33.985,8.763,"0"
"549",-110.426,79.804,0.002,0.322,1.084,-51.71,34.046,8.565,"0"
"550",-111.259,80.517,0.001,0.32,1.082,-51.771,33.954,8.473,"0"
"551",-111.637,80.87501,0.002,0.321,1.083,-51.771,33.771,8.55,"0"
"552",-112.173,81.325,0.003,0.32,1.083,-51.71,33.847,8.473,"0"
"553",-112.599,81.722,0.001,0.319,1.086,-51.756,33.908,8.489,"0"
"554",-112.783,81.95,0.002,0.32,1.087,-51.71,33.924,8.489,"0"
"555",-113.6,82.55401,0.002,0.321,1.084,-51.924,34.031,8.427,"0"
"556",-113.943,82.84301,0.004,0.318,1.085,-51.435,33.817,8.489,"0"
"557",-114.248,83.133,0.001,0.321,1.082,-51.664,34.031,8.58,"0"
"558",-114.273,83.26,0.002,0.321,1.083,-51.893,33.924,8.565,"0"
"559",-114.508,83.553,0.005,0.321,1.085,-51.756,34.061,8.672,"0"
"560",-115.259,84.027,0.003,0.318,1.083,-51.863,33.954,8.504,"0"
"561",-115.702,84.394,0.002,0.321,1.085,-51.725,33.908,8.458,"0"
"562",-116.08,84.67401,0.004,0.323,1.082,-51.832,33.847,8.443,"0"
"563",-116.077,84.71,0.004,0.319,1.085,-51.817,33.939,8.55,"0"
"564",-116.233,84.861,0.003,0.323,1.082,-51.832,33.908,8.397,"0"
"565",-116.686,85.225,0.005,0.321,1.086,-51.725,33.878,8.458,"0"
"566",-116.801,85.316,0.003,0.317,1.079,-51.649,33.756,8.504,"0"
"567",-116.774,85.401,0.005,0.32,1.086,-51.817,33.969,8.565,"0"
"568",-116.731,85.347,0.003,0.319,1.085,-51.679,33.985,8.473,"0"
"569",-116.906,85.448,-0.001,0.323,1.085,-51.847,33.74,8.565,"0"
"570",-115.861,84.854,0.001,0.314,1.079,-51.878,33.756,8.672,"0"
"571",-115.981,84.949,0.003,0.325,1.083,-51.618,34,8.58,"0"
"572",-116.154,85.06701,0.004,0.317,1.083,-52.076,33.863,8.687,"0"
"573",-116.897,85.578,0.002,0.326,1.087,-51.985,33.969,8.382,"0"
"574",-117.076,85.687,0.003,0.314,1.082,-51.863,33.771,8.58,"0"
"575",-117.278,85.857,0.005,0.325,1.084,-51.817,34.107,8.519,"0"
"576",-117.231,85.849,0.005,0.315,1.083,-51.817,33.893,8.382,"0"
"577",-117.406,85.976,-0.001,0.318,1.085,-51.466,33.664,8.702,"0"
"578",-117.647,86.14901,0.004,0.321,1.083,-52.168,34.107,8.58,"0"
"579",-117.655,86.16401,0.003,0.315,1.084,-51.649,33.725,8.672,"0"
"580",-117.578,86.08001,0.007,0.325,1.082,-51.985,33.939,8.504,"0"
"581",-117.654,86.118,0.002,0.315,1.083,-51.802,33.908,8.565,"0"
"582",-117.784,86.202,0.003,0.322,1.087,-51.71,33.664,8.489,"0"
"583",-118.44,86.60399,0.008,0.321,1.082,-51.924,33.908,8.458,"0"
"584",-118.753,86.762,0.008,0.325,1.08,-52.015,34,8.321,"0"
"585",-118.805,86.806,0.002,0.32,1.083,-51.679,33.71,8.565,"0"
"586",-118.937,86.94201,0.001,0.316,1.081,-51.74,33.847,8.641,"0"
"587",-119.399,87.172,0.005,0.323,1.084,-52.031,33.924,8.672,"0"
"588",-119.322,87.138,0.003,0.319,1.081,-51.756,33.771,8.519,"0"
"589",-119.025,86.975,0.004,0.323,1.083,-51.802,33.847,8.427,"0"
"590",-118.978,86.935,0.004,0.32,1.083,-51.847,33.878,8.656,"0"
"591",-119.492,87.284,0.007,0.318,1.082,-51.695,34.046,8.565,"0"
"592",-119.569,87.354,0.004,0.32,1.085,-51.756,33.756,8.534,"0"
"593",-119.464,87.282,0.005,0.322,1.083,-51.664,33.969,8.55,"0"
"594",-119.522,87.308,0.004,0.317,1.085,-51.908,33.863,8.58,"0"
"595",-119.48,87.27201,0.004,0.32,1.086,-51.481,34,8.489,"0"
"596",-119.915,87.579,0.003,0.326,1.086,-51.802,33.908,8.458,"0"
"597",-119.861,87.524,0.004,0.318,1.083,-51.756,33.725,8.473,"0"
"598",-119.721,87.43,0.004,0.323,1.081,-51.832,33.924,8.412,"0"
"599",-119.522,87.325,0.007,0.322,1.085,-51.802,33.695,8.458,"0"
"600",-119.532,87.309,0.005,0.319,1.084,-51.863,33.725,8.489,"0"
"601",-119.889,87.54001,0.005,0.32,1.085,-51.756,33.893,8.473,"0"
"602",-119.704,87.409,0.005,0.323,1.082,-51.954,33.893,8.412,"0"
"603",-119.534,87.312,0.004,0.32,1.083,-51.893,33.634,8.397,"0"
"604",-119.382,87.21499,0.003,0.323,1.083,-51.939,33.802,8.351,"0"
"605",-119.255,87.101,0.003,0.32,1.089,-51.771,33.878,8.504,"0"
"606",-119.476,87.23101,0.006,0.32,1.082,-51.588,33.725,8.565,"0"
"607",-119.309,87.12501,0.005,0.322,1.08,-51.969,33.893,8.427,"0"
"608",-119.369,87.191,0.004,0.319,1.085,-51.771,33.878,8.641,"0"
"609",-119.236,87.107,0.005,0.325,1.083,-51.939,33.802,8.489,"0"
"610",-119.089,87.005,0.001,0.318,1.084,-51.695,33.847,8.55,"0"
"611",-117.814,86.157,0.004,0.323,1.08,-51.756,33.985,8.229,"0"
"612",-117.943,86.245,0.004,0.32,1.085,-51.771,33.863,8.534,"0"
"613",-117.782,86.147,0.004,0.32,1.084,-51.832,33.679,8.489,"0"
"614",-117.688,86.071,0.003,0.322,1.082,-51.817,33.74,8.55,"0"
"615",-117.738,86.084,0.004,0.321,1.086,-51.664,34.076,8.366,"0"
"616",-118.149,86.364,0.005,0.324,1.082,-51.985,33.847,8.626,"0"
"617",-118.064,86.333,0.005,0.321,1.084,-51.985,33.878,8.382,"0"
"618",-118.076,86.38,0.005,0.321,1.085,-51.74,33.863,8.382,"0"
"619",-118.052,86.35,0.005,0.323,1.082,-51.664,33.863,8.489,"0"
"620",-118.436,86.636,0.005,0.32,1.083,-51.847,33.878,8.489,"0"
"621",-118.307,86.56501,0.004,0.32,1.084,-51.847,33.786,8.427,"0"
"622",-118.134,86.41001,0.004,0.32,1.082,-51.71,33.863,8.473,"0"
"623",-117.961,86.301,0.007,0.325,1.083,-51.771,33.725,8.534,"0"
"624",-117.927,86.26201,0.004,0.32,1.084,-51.786,33.863,8.58,"0"
"625",-118.276,86.50701,0.005,0.321,1.082,-51.863,33.725,8.519,"0"
"626",-118.093,86.479,0.005,0.324,1.086,-52.031,33.802,8.473,"0"
"627",-118.063,86.371,0.009,0.323,1.086,-51.695,33.74,8.519,"0"
"628",-117.992,86.306,0.012,0.306,1.083,-51.328,34.397,8.473,"0"
"629",-118.061,86.24701,-0.006,0.324,1.083,-52.382,33.466,28.473,"0"
"630",-118.548,86.599,-0.043,0.296,1.085,-51.954,31.557,19.695,"0"
"631",-118.238,86.408,-0.006,0.365,1.083,-51.481,32.748,28.977,"0"
"632",-117.848,86.11,0.046,0.369,1.083,-51.008,32.779,13.878,"0"
"633",-117.76,85.669,-0.007,0.294,1.081,-51.237,31.42,17.634,"0"
"634",-117.921,86.046,-0.005,0.311,1.086,-51.603,33.466,8.931,"0"
"635",-118.425,86.092,0.02,0.308,1.084,-51.45,34.168,9.038,"0"
"636",-118.089,86.01501,0.019,0.316,1.082,-52.626,34.458,20.015,"0"
"637",-118.04,85.969,0.014,0.315,1.081,-51.802,35.038,-2.198,"0"
"638",-117.904,85.949,0.015,0.308,1.087,-52.168,33.679,9.802,"0"
"639",-118.064,86.061,0.013,0.329,1.083,-51.237,34.137,11.527,"0"
"640",-118.759,86.587,0.004,0.316,1.085,-51.664,33.282,9.466,"0"
"641",-118.533,86.516,0.003,0.319,1.084,-51.145,33.786,9.313,"0"
"642",-118.563,86.571,0.003,0.332,1.083,-52.107,32.992,9.908,"0"
"643",-118.442,86.762,-0.003,0.337,1.083,-51.42,33.542,9.466,"0"
"644",-118.325,86.807,0.014,0.323,1.084,-53.252,34.092,9.664,"0"
"645",-118.775,87.072,0.024,0.314,1.087,-51.221,34.26,9.695,"0"
"646",-118.81,86.813,0.019,0.328,1.083,-52.305,34.061,9.557,"0"
"647",-118.849,86.903,0.013,0.329,1.085,-51.756,33.817,9.45,"0"
"648",-118.947,86.889,0.015,0.312,1.087,-51.481,34.061,10.565,"0"
"649",-118.993,86.847,0.019,0.312,1.084,-52.107,33.71,10.214,"0"
"650",-119.477,87.01,0.015,0.322,1.087,-51.252,33.771,9.466,"0"
"651",-119.224,86.96,0.006,0.333,1.086,-52.565,33.252,9.359,"0"
"652",-119.314,86.91401,0.009,0.324,1.086,-51.771,33.832,9.42,"0"
"653",-119.192,86.984,0.007,0.329,1.083,-52.977,33.435,9.466,"0"
